pais,año,mortalidad_infantil,esperanza_de_vida,fecundidad,poblacion,pib
Afganistan,1987,135.7,50.3,7.55,11387818,33273696221.1404
Albania,1987,40.8,71.7,3.11,3148838,16897787363.2121
Alemania,1987,8.3,75.3,1.44,78062324,2665198297822.43
Andorra,1987,,78.9,1.37,47653,2140150903.71649
Angola,1987,134.1,48.2,7.41,10497858,45404486564.8021
Antigua y Barbuda,1987,,72.7,2.07,63946,1097652707.99334
Arabia Saudita,1987,45.2,67.2,6.34,9130194,354460860544.652
Argelia,1987,46.3,66.8,5.3,23443624,218011952107.907
Argentina,1987,27.1,71.9,3.04,31291762,531110842650.601
Armenia,1987,47.8,71.4,2.66,3328520,26408174917.8208
Australia,1987,8.7,76,1.85,16322269,521411677348.146
Austria,1987,9.4,75,1.44,7574315,263047926025.566
Azerbaiyan,1987,77.3,65.5,3.07,6977658,88883500901.4
Bahamas,1987,22.2,71.1,2.52,261935,8594056006.8579
Banglades,1987,110.8,55.4,5.08,104959291,169040038652.956
Barbados,1987,18.1,74.1,1.61,257279,3985147007.73816
Barein,1987,20.1,69.7,4.13,462854,10718821476.1275
Belgica,1987,9.2,75.4,1.54,9899147,331439357507.538
Belice,1987,37.9,72.9,4.88,171338,943817994.4714
Benin,1987,114.8,52.9,6.92,4818486,10135540505.4957
Bielorrusia,1987,14.8,71.8,2.06,10057605,131342498238.349
Bolivia,1987,94,61.8,5.06,6692162,29416874964.2318
Bosnia y Herzegovina,1987,20.4,71.8,1.88,4390246,18255085009.6747
Botsuana,1987,42,63.6,5.1,1199167,7754113337.94159
Brasil,1987,56.8,68.5,3.23,141104944,1673884631454.19
Brunei,1987,10.3,71.1,3.49,233860,27011785715.662
Bulgaria,1987,18.2,71.3,1.96,8976204,126063283856.079
Burkina Faso,1987,105.3,50.3,7.17,8457109,10231282596.7119
Burundi,1987,103.3,48.8,7.38,5247787,6864274322.26353
Butan,1987,104.9,57.4,6,540557,1362779084.54878
Cabo Verde,1987,54,68.5,5.68,357302,646389760.1304
Camboya,1987,86,57.5,6.1,6557970,14240826757.8684
Camerun,1987,87.2,54.3,6.54,10370749,46513612375.8026
Canada,1987,7.5,76.8,1.56,26540921,971381068238.761
Catar,1987,21.3,70.9,4.54,397005,20105012169.8611
Chad,1987,119.3,45.6,7.11,5438309,6821110602.96759
Chile,1987,18.4,73.3,2.59,12790150,119498098508.199
China,1987,42,66.4,2.76,1096217446,2044744639720.14
Chipre,1987,10.7,74.3,2.39,754785,14638313181.7278
Cisjordania y Gaza,1987,41.1,70,6.89,1876759,7147091715.75676
Colombia,1987,31.5,70.8,3.09,30499467,270888205494.861
Comoras,1987,95.8,64.6,6.87,410439,771416509.15875
Corea del Norte,1987,27.8,71,2.53,20205483,53280760098.8893
Corea del Sur,1987,7.4,70.1,1.57,42322092,467295901211.7
Costa Rica,1987,16.3,76.2,3.38,2892699,27347616757.005
Costa de Marfil,1987,105.2,55.4,7.09,10851475,47993448410.6238
Croacia,1987,13.8,71.7,1.75,4790209,112562114812.125
Cuba,1987,13.3,75.1,1.8,10335342,89188518354.3622
Dinamarca,1987,8,74.8,1.5,5127132,202553226481.241
Dominica,1987,13.9,74.8,3.06,71023,502853426.68838
Ecuador,1987,50.1,68.9,3.87,9779290,75792235310.0284
Egipto,1987,73.5,60.7,4.91,53674435,338062172555.356
El Salvador,1987,53.3,66.6,4.18,5092441,25218863063.2859
Emiratos Arabes Unidos,1987,16.9,69.4,4.88,1574244,94002315635.7104
Eritrea,1987,101.6,43.2,6.52,1888669,1701760272.0192
Eslovenia,1987,10.8,72.2,1.65,1988021,57172069434.5314
Espana,1987,10.4,76.7,1.49,38852010,926156580855.929
Estados Unidos,1987,10.2,75,1.89,246161291,9848955819120.44
Estonia,1987,18,70.4,2.26,1547255,31072432216.6878
Etiopia,1987,127.6,45.7,7.29,42460039,41307620891.0916
Filipinas,1987,46.7,66.6,4.51,58157496,226091929931.179
Finlandia,1987,5.9,74.8,1.59,4932257,157998627944.118
Fiyi,1987,27.3,67.3,3.48,750540,4594383145.8504
Francia,1987,8.1,76.6,1.8,56048364,1808502230914.03
Gabon,1987,62.5,61.4,5.67,905479,12795118042.2808
Gambia,1987,86.5,59.7,6.3,931091,2056263803.52778
Georgia,1987,41.9,68.7,2.32,5461016,85819447416.2423
Ghana,1987,89,55.1,6.02,14289108,32411948239.4122
Granada,1987,19.2,69.8,3.58,97526,709990220.15064
Grecia,1987,13.9,76.2,1.58,10134534,219740798156.651
Guatemala,1987,67.7,61.8,5.64,8296485,55208360260.3533
Guinea,1987,150,47.3,6.57,5900198,9701491365.54722
Guinea Ecuatorial,1987,135.3,48,5.97,422522,659046828.36946
Guinea-Bisau,1987,143.1,49.6,6.72,926862,1529058450.19446
Guyana,1987,49.4,64.8,3.31,764120,3662628650.8028
Haiti,1987,108.8,51.1,5.47,6445123,20474371374.2462
Honduras,1987,51.2,69.6,5.58,4576910,18337418200.3038
Hungria,1987,19.4,69.5,1.83,10475105,184633845414.438
India,1987,95.6,56.5,4.31,808931270,1550188401562.45
Indonesia,1987,69.3,63.1,3.42,173511154,677178448659.426
Irak,1987,45.1,60.7,6.11,16521049,176497299944.46
Iran,1987,51.9,64,5.72,53323493,409355841883.941
Irlanda,1987,8.4,74.2,2.32,3540381,77135509677.8413
Islandia,1987,5.6,77.3,2.07,245855,9271388102.15265
Islas Marshall,1987,44.1,60.9,6.57,40828,147434228.01068
Islas Salomon,1987,34.1,60.9,6.12,301414,667966648.86522
Israel,1987,11,76.2,2.92,4236869,98499735751.5389
Italia,1987,9.4,76.4,1.33,56891926,1923318594542.99
Jamaica,1987,27.5,73.6,3.02,2329813,17278384402.4748
Japon,1987,5,78.7,1.67,121943587,3593501095541.56
Jordania,1987,33.1,70.4,6.2,3047634,28218359245.6458
Kazajistan,1987,47.1,68.2,3.12,16527715,261503924073.596
Kenia,1987,62.7,62.1,6.69,20616096,63336284622.1392
Kiribati,1987,77.2,64.3,4.81,69733,151210545.52479
Kuwait,1987,17.6,72.5,3.83,2052994,71776318656.6973
Laos,1987,118.4,50,6.21,3957612,6910988265.9852
Lesoto,1987,73.7,58.1,5.22,1703390,2394145203.8166
Letonia,1987,15,70.9,2.18,2625963,44417568602.8512
Libano,1987,30.8,76,3.42,3385555,40132421547.6692
Liberia,1987,161.5,48.1,6.57,2377229,8737535760.66494
Libia,1987,41.3,66.9,5.72,4129739,45920281452.3059
Liechtenstein,1987,,77.8,1.5,27759,
Lituania,1987,13.6,71.7,2.11,3627367,72136986672.0227
Luxemburgo,1987,8.5,74.3,1.41,370790,19582585181.733
Macedonia del Norte,1987,42.9,70.5,2.32,2035157,29227469452.5262
Madagascar,1987,106.4,51.3,6.24,11047291,18855709274.9738
Malasia,1987,16.6,70.9,3.57,16276737,146581786959.152
Malaui,1987,149.6,45.3,6.97,8293174,8741566346.28936
Maldivas,1987,77.7,62.9,6.73,203944,1515347572.17376
Mali,1987,137.8,47,7.31,8681164,11647474940.6615
Malta,1987,11.3,75.2,1.97,358080,5078141172.6048
Marruecos,1987,71,63.4,4.58,23054392,91738342808.7258
Mauricio,1987,24.4,69.3,2,1051111,8922099704.39373
Mauritania,1987,82.1,59.6,6.27,1803014,7413655719.23668
Mexico,1987,42.1,70.2,3.8,78136651,1089040239746.73
"Micronesia, Estados Federados de",1987,45,61.2,5.47,94844,300581191.54012
Moldavia,1987,29.9,68,2.78,4359064,65211388074.1561
Monaco,1987,,75.9,2.06,29446,4167219118.1754
Mongolia,1987,87.3,61.5,4.83,2022800,10266311297.528
Montenegro,1987,18.2,72.6,2.07,610170,11255440553.0853
Mozambique,1987,165.7,48.2,6.39,12822574,6117247683.02788
Myanmar,1987,83.7,53.6,3.86,37971594,40459146917.6587
Namibia,1987,53.8,58.9,5.7,1167889,8933766263.16105
Nauru,1987,,58.1,4.14,8946,331438628.85336
Nepal,1987,111.1,56.3,5.35,18250505,27724756614.4686
Nicaragua,1987,56.5,64.1,5.07,3882164,18455293113.9834
Niger,1987,141.4,41.5,7.87,7561150,9642895118.2145
Nigeria,1987,125.4,51.3,6.5,89591716,250260260150.848
Noruega,1987,8.2,76.2,1.74,4186824,193463174827.238
Nueva Zelanda,1987,10.6,74.5,2.03,3299443,94261313563.9351
Oman,1987,41.8,67.6,7.18,1500996,31844857714.5686
Paises Bajos,1987,7.5,76.7,1.56,14724947,503991590278.015
Pakistan,1987,111.4,61.6,6.52,105130717,295924156264.5
Palaos,1987,33,65.7,2.93,14334,212193850.47906
Panama,1987,28.1,75.7,3.25,2301970,25272489677.0335
Papua Nueva Guinea,1987,68.1,61.3,5.36,3632543,11656173541.5984
Paraguay,1987,40.7,74.2,4.85,3714889,28594379984.3752
Peru,1987,64.6,69.7,4.25,20582320,172145644411.928
Polonia,1987,16.6,71.3,2.16,37665707,444905389793.461
Portugal,1987,14.5,73.9,1.62,10001993,198630060983.043
Reino Unido,1987,9.2,75.1,1.81,56886024,1699030918391.33
Republica Centroafricana,1987,115.5,49,6.12,2669155,3652721187.91785
Republica Checa,1987,14.3,71.4,1.9,10303419,241337598763.251
Republica Democratica del Congo,1987,122.9,51.5,6.65,33298904,62546035988.0086
Republica Dominicana,1987,51.3,69.6,3.53,6712515,42347721781.4441
Republica Eslovaca,1987,17.7,71.1,2.14,5205880,90190506330.6168
Republica Kirguisa,1987,58.7,66.5,4.16,4238467,25429045070.6592
Republica del Congo,1987,60.9,55.2,5.46,2183473,12413704243.5657
Ruanda,1987,93.1,45.5,7.43,6749493,9546738502.49991
Rumania,1987,32.6,69.4,2.38,22745591,307042221815.57
Rusia,1987,23.5,70.1,2.25,146147383,3634774728798.7
Samoa,1987,28.4,71,5.32,167661,746924275.83852
San Cristobal y Nieves,1987,27.4,68.1,2.62,41348,496986913.25468
San Marino,1987,11.9,77.4,1.14,22686,1164976732.42968
San Vicente y las Granadinas,1987,23.9,71.2,2.82,110001,641468379.57771
Santa Lucia,1987,20.4,70,3.61,133227,1226883170.41011
Santa Sede,1987,,,1,757,
Santo Tome y Principe,1987,68.4,63.4,5.99,113919,395063256.65118
Senegal,1987,75.5,55.7,6.79,7081530,19621728233.3928
Serbia,1987,31.1,69,1.75,7885359,156586419652.83
Seychelles,1987,15.9,70.5,2.92,71338,750074444.5141
Sierra Leona,1987,158.3,46.2,6.61,3829718,8802235378.65118
Singapur,1987,7.9,74.5,1.49,2781615,83755450700.1808
Siria,1987,34.3,68.5,6.2,11388923,75489594997.0881
Somalia,1987,110.9,52.2,7.37,7228302,7297894067.73144
Sri Lanka,1987,20.5,69.3,2.64,15916576,65027394080.064
Suazilandia,1987,59.4,54.7,5.9,763811,3294255256.91907
Sudafrica,1987,51.4,66.1,4.35,37326190,344766091437.775
Sudan,1987,82.8,55.2,6.18,20704904,43265770541.6262
Sudan del Sur,1987,158.2,48.8,7.39,4962395,6190150823.62025
Suecia,1987,6.2,77.1,1.84,8397648,295167764294.364
Suiza,1987,7.1,77.5,1.52,6545773,320252031214.696
Surinam,1987,43.8,70,3.53,396911,6158950250.77386
Tailandia,1987,35.1,71.7,2.26,52074105,324027520041.845
Tanzania,1987,104.2,55.9,6.41,24030378,33306971885.2534
Tayikistan,1987,88.6,66.6,5.84,4939059,24908934984.8568
Timor Oriental,1987,149.6,55.8,5.68,718476,1584687973.68684
Togo,1987,94,54.8,6.3,3657508,6162746303.98668
Tonga,1987,20.5,70,5.19,98376,425164202.48352
Trinidad y Tobago,1987,28.4,68.8,2.78,1217364,16532394758.904
Tunez,1987,49.5,68,4.1,7789987,47818279072.3281
Turkmenistan,1987,76.9,65.2,4.84,3452731,29017320610.2873
Turquia,1987,64.8,67.9,3.54,52843670,541859596711.585
Tuvalu,1987,45.5,58.4,3.94,8371,21407205.42873
Ucrania,1987,17.9,71.3,2.07,51515732,976956740454.378
Uganda,1987,114.7,48.7,7.12,15954170,15418499010.2063
Uruguay,1987,23.2,72.5,2.49,3049896,39502491310.8734
Uzbekistan,1987,63,67.6,4.53,18930070,100958561094.632
Vanuatu,1987,33.6,65.3,5.33,137187,389883282.32979
Venezuela,1987,27.6,71.4,3.67,18394963,220081587488.201
Vietnam,1987,40,68.5,3.72,61584651,123784814721.192
Yemen,1987,97.7,58.5,8.83,12369912,27634576502.3263
Yibuti,1987,98.9,61,6.09,454399,1599246806.60305
Zambia,1987,110.6,51.2,6.8,7191282,14586373417.5928
Zimbabue,1987,50.4,66.2,5.5,9284644,30490910629.8922
Afganistan,1988,131.3,52.9,7.55,11523298,30998896316.1114
Albania,1988,38.6,71.7,3.07,3212919,17309400305.0625
Alemania,1988,7.8,75.4,1.46,78385992,2825487072044.57
Andorra,1988,,79.1,1.37,49416,2250767211.61608
Angola,1988,133.8,48.3,7.37,10861291,52105634319.9928
Antigua y Barbuda,1988,,72.9,2.13,63623,1199664414.8293
Arabia Saudita,1988,41.8,67.7,6.15,9629165,392344712661.574
Argelia,1988,43.1,67.4,5.02,24109536,220209375045.158
Argentina,1988,26.2,72,3.05,31780532,535686328786.628
Armenia,1988,49.9,55.6,2.68,3355125,25024926499.0238
Australia,1988,8.4,76.1,1.84,16594099,555703450826.292
Austria,1988,8.9,75.4,1.46,7585342,274105929310.311
Azerbaiyan,1988,76.3,65.7,3.04,7081406,93661376320.9922
Bahamas,1988,21.4,71.2,2.52,266448,8940799133.31696
Banglades,1988,107.1,55.9,4.85,107216008,177361168825.772
Barbados,1988,17.3,74.1,1.58,257763,4209436101.26523
Barein,1988,19.8,69.8,4.04,479929,11800156837.9165
Belgica,1988,8.9,75.6,1.57,9916565,355727114581.527
Belice,1988,35.9,73,4.87,175180,1067229166.2534
Benin,1988,112.6,53.3,6.87,4967341,10681357499.0565
Bielorrusia,1988,14.2,71.7,2.07,10107637,130437979729.194
Bolivia,1988,91.2,62.2,5.03,6835508,31094209127.5952
Bosnia y Herzegovina,1988,18.8,72.1,1.85,4414404,17476788548.2278
Botsuana,1988,41.4,63.7,4.88,1235476,9530292813.81892
Brasil,1988,54.8,68.5,3.11,143826357,1719240392350.79
Brunei,1988,10,71.4,3.44,240913,27782983284.0861
Bulgaria,1988,17.8,71.2,1.97,8985715,131378804546.465
Burkina Faso,1988,103.8,50.2,7.11,8687435,11061650868.4498
Burundi,1988,103,48.7,7.38,5365327,7319518591.902
Butan,1988,101,58.1,5.88,556986,1559562794.00988
Cabo Verde,1988,51.8,68.9,5.55,362329,693799754.32427
Camboya,1988,85.6,57.9,5.94,6812014,15791552543.9602
Camerun,1988,85.8,54.6,6.48,10684968,44682514793.7538
Canada,1988,7.2,76.9,1.59,26927945,1039941803494.72
Catar,1988,20.1,71.2,4.52,411264,21741434843.8694
Chad,1988,118.1,47.6,7.15,5625602,7586350896.24856
Chile,1988,18,73.4,2.59,12999424,130573098370.985
China,1988,42.2,66.6,2.54,1115244165,2258091102638.74
Chipre,1988,10.3,74.5,2.47,766235,16369953421.9935
Cisjordania y Gaza,1988,39.1,70.1,6.87,1977304,7076406658.19192
Colombia,1988,30.5,71.1,3.04,31130524,288101586547.291
Comoras,1988,93,65.3,6.76,421687,827474219.97821
Corea del Norte,1988,28.9,71.2,2.47,20503161,53687542660.9024
Corea del Sur,1988,6.9,70.9,1.56,42922977,535445628399.628
Costa Rica,1988,15.5,76.4,3.31,2968103,28920304904.2897
Costa de Marfil,1988,104.9,55.3,6.97,11275189,50550010306.7034
Croacia,1988,12.9,72,1.71,4806032,112198850039.596
Cuba,1988,12.2,75.2,1.85,10432585,92547223254.7586
Dinamarca,1988,7.9,74.9,1.56,5129640,208644124142.318
Dominica,1988,14,74.7,3.06,70608,561256614.68544
Ecuador,1988,48.1,70.5,3.79,10010808,85574662941.415
Egipto,1988,69.4,61.8,4.83,55187681,364066014001.781
El Salvador,1988,50.6,67.9,4.1,5195833,26473387543.0437
Emiratos Arabes Unidos,1988,15.9,69.7,4.77,1681788,89134990200.486
Eritrea,1988,99.1,43.8,6.47,1938255,1693039285.31925
Eslovenia,1988,10.1,72.6,1.63,1993516,55256380768.822
Espana,1988,10.1,76.7,1.44,38952264,1004262667069.44
Estados Unidos,1988,10,75,1.94,248393235,10474349332131.9
Estonia,1988,17.6,70.4,2.27,1559097,32642907777.8213
Etiopia,1988,125.7,45.6,7.26,44150825,42768773049.5498
Filipinas,1988,44.8,67.4,4.45,59739052,247635674553.802
Finlandia,1988,5.8,74.9,1.69,4946628,170021429756.464
Fiyi,1988,26.4,67.4,3.43,758697,4886226501.9087
Francia,1988,7.9,76.9,1.81,56361849,1935452888599.72
Gabon,1988,61.7,61.7,5.62,931020,14176514232.3252
Gambia,1988,84.3,60.1,6.26,970160,2172221885.1488
Georgia,1988,41.5,68.8,2.32,5500240,92177268215.2848
Ghana,1988,85.8,55.5,5.92,14636568,35245390856.9261
Granada,1988,18.9,70,3.19,98308,764540008.5036
Grecia,1988,12.9,76.6,1.54,10177006,235633556332.866
Guatemala,1988,65,62.5,5.62,8532099,58597929586.8127
Guinea,1988,147.1,47.7,6.56,6056574,10370906170.7453
Guinea Ecuatorial,1988,132.9,48.5,5.98,439651,688242667.08705
Guinea-Bisau,1988,140.4,50,6.69,942061,1614252545.56873
Guyana,1988,48.6,64.9,3.23,759663,3573525187.95336
Haiti,1988,106.1,51.1,5.47,6578145,21541915782.7556
Honduras,1988,49.1,70,5.47,4707677,19236133708.1612
Hungria,1988,18.4,69.6,1.82,10440531,191586346674.378
India,1988,93.1,57.1,4.22,827342990,1737423729020.27
Indonesia,1988,67,63.7,3.35,176855065,736928785803.645
Irak,1988,44,61.1,6.05,16908819,168073260290.078
Iran,1988,49.3,65,5.43,55072694,397198426114.72
Irlanda,1988,8.3,74.5,2.17,3525095,81972767639.3692
Islandia,1988,5.5,77.5,2.26,249726,9471896601.04776
Islas Marshall,1988,42.6,61.2,6.38,42321,160038812.4981
Islas Salomon,1988,33.5,61.1,5.99,311265,699929108.21025
Israel,1988,10.4,76.6,2.9,4307320,103623442430.55
Italia,1988,9.1,76.6,1.36,56928751,2053705583259.95
Jamaica,1988,26.8,74.1,2.98,2345777,17421381154.5047
Japon,1988,4.8,78.7,1.63,122476952,3906852385182.73
Jordania,1988,32,70.6,6.01,3193039,29418136003.3853
Kazajistan,1988,46,68.1,3,16781168,285966850839.298
Kenia,1988,63.4,62.2,6.52,21356219,69322486981.772
Kiribati,1988,74.7,64.6,4.73,71427,186322691.52489
Kuwait,1988,16.8,72.8,3.7,2134707,68045246298.2647
Laos,1988,116.1,50.3,6.16,4072601,6928250460.82767
Lesoto,1988,72.3,58.4,5.1,1739841,2621696078.52678
Letonia,1988,14.8,70.8,2.14,2652247,46347123127.7778
Libano,1988,29.4,76.2,3.39,3454649,29793742128.7242
Liberia,1988,164.6,48.5,6.51,2446941,9188455539.8685
Libia,1988,39.3,69.6,5.41,4237755,48001759225.7482
Liechtenstein,1988,,78,1.5,28148,
Lituania,1988,12.8,71.7,2.01,3672646,78547137895.2021
Luxemburgo,1988,8.1,74.6,1.51,373783,21966331105.4
Macedonia del Norte,1988,39.7,70.6,2.32,2045737,28407514827.3617
Madagascar,1988,103.9,51.4,6.18,11369462,19885128097.6837
Malasia,1988,15.7,71.1,3.5,16796605,165688542395.355
Malaui,1988,148.6,45.4,6.88,8753262,9127917194.40636
Maldivas,1988,74.4,63.4,6.58,210885,1695393063.50265
Mali,1988,135.2,47.5,7.32,8833996,11898385713.1359
Malta,1988,10.9,75.7,2.06,361224,5585124192.59304
Marruecos,1988,68.2,64,4.39,23500524,102733245681.72
Mauricio,1988,23.1,69.5,2.1,1063593,9709242361.24617
Mauritania,1988,80.4,59.9,6.21,1855859,7638468647.72569
Mexico,1988,40.5,70.3,3.64,79695531,1131728197249.28
"Micronesia, Estados Federados de",1988,44.4,61.6,5.32,97097,318560205.02306
Moldavia,1988,28.7,68.3,2.63,4407769,65308375005.6967
Monaco,1988,,76,2.01,29781,4479522638.5521
Mongolia,1988,83.7,61.7,4.65,2076322,10921724991.4693
Montenegro,1988,16.8,72.8,2.01,613585,11021074516.8843
Mozambique,1988,163.8,51.5,6.37,12800558,6764955376.9178
Myanmar,1988,81.9,53.8,3.67,38600927,37364853905.745
Namibia,1988,52.3,59,5.61,1209696,8962883220.19104
Nauru,1988,,58.1,4.11,9165,321180543.1848
Nepal,1988,106.7,56.8,5.31,18638661,30495491612.5834
Nicaragua,1988,54.5,67.2,4.93,3972320,16234976232.5696
Niger,1988,140.9,41.8,7.84,7793748,10534102980.0937
Nigeria,1988,125.8,51.3,6.5,92020090,272513379556.173
Noruega,1988,7.9,76.3,1.84,4209470,198506118017.719
Nueva Zelanda,1988,10.2,74.7,2.1,3316026,96534749184.2651
Oman,1988,38.2,68,6.95,1588568,35976542546.904
Paises Bajos,1988,7.2,76.8,1.55,14825923,536870772109.133
Pakistan,1988,109.6,61.8,6.48,108724739,323855720652.184
Palaos,1988,32.3,65.9,2.91,14645,256926797.8921
Panama,1988,27.2,75.7,3.17,2352848,22737841898.744
Papua Nueva Guinea,1988,67.1,61.5,5.3,3711880,12245709005.1484
Paraguay,1988,39.4,74.5,4.77,3820546,31141141540.778
Peru,1988,61.7,70.8,4.14,21054702,160270028416.533
Polonia,1988,16.1,71.5,2.14,37817864,469877271263.243
Portugal,1988,13.5,74.1,1.61,10004590,215878185226.453
Reino Unido,1988,8.8,75.3,1.82,57026546,1827938741992.92
Republica Centroafricana,1988,115.4,49,6.1,2713965,3793534763.80695
Republica Checa,1988,13.7,71.6,1.93,10305450,247703211550.503
Republica Democratica del Congo,1988,121.8,51.8,6.66,34382752,64933643248.9606
Republica Dominicana,1988,49.6,70.1,3.5,6855734,44207378307.7881
Republica Eslovaca,1988,17,71.1,2.13,5229676,92030778977.1262
Republica Kirguisa,1988,56.5,66.6,4.03,4308017,27914672402.1578
Republica del Congo,1988,60.4,55.3,5.39,2247653,14650948047.7419
Ruanda,1988,91.9,46,7.23,6968071,9697587606.19528
Rumania,1988,32.6,69.5,2.31,22815429,315478551889.243
Rusia,1988,22.8,69.9,2.16,147364489,3731744353634.79
Samoa,1988,27.5,71.2,5.21,168346,732351706.5901
San Cristobal y Nieves,1988,25.8,68.3,2.62,41062,556099281.25934
San Marino,1988,11.2,77.7,1.14,22843,1217826679.09251
San Vicente y las Granadinas,1988,22.4,71.6,2.75,110658,749273048.56788
Santa Lucia,1988,19.7,70.2,3.44,135000,1448981916.3
Santa Sede,1988,,,1,762,
Santo Tome y Principe,1988,69.2,63.6,5.94,116939,413799635.58027
Senegal,1988,73.2,56.4,6.58,7289618,20296024297.2584
Serbia,1988,29.1,69.3,1.72,7884456,154999124797.599
Seychelles,1988,15.3,70.7,2.79,72210,816551422.3188
Sierra Leona,1988,157.6,46.5,6.59,3934517,9270585953.89769
Singapur,1988,7.4,74.8,1.75,2849045,95642843106.0967
Siria,1988,33,68.8,6,11782264,86205774160.1326
Somalia,1988,110.5,50.3,7.4,7235360,7138805133.7504
Sri Lanka,1988,19.2,69.3,2.57,16078621,68064430994.6149
Suazilandia,1988,57.5,55.3,5.69,799798,3656041824.28498
Sudafrica,1988,49.8,66.8,4.18,38480649,371811920004.122
Sudan,1988,81.9,55.5,6.13,21138431,46071449651.5389
Sudan del Sur,1988,155.4,49,7.38,4848029,5900838952.27163
Suecia,1988,6.2,77.2,1.96,8436347,309092221837.175
Suiza,1988,7,77.6,1.56,6594143,339590683642.234
Surinam,1988,42.8,70.2,3.46,402227,6676930756.68857
Tailandia,1988,33.5,71.8,2.17,52969595,374879974112.608
Tanzania,1988,102.8,55.7,6.38,24769686,35720555154.8791
Tayikistan,1988,86,66.6,5.75,5114989,28054574175.9027
Timor Oriental,1988,143.5,56.3,5.72,730745,1671076361.8655
Togo,1988,92.6,55.1,6.23,3769742,6951942906.43438
Tonga,1988,19.9,70.2,5.1,98969,421023572.59105
Trinidad y Tobago,1988,27.8,68.9,2.65,1230069,16161052986.0004
Tunez,1988,47.6,68.4,3.83,7974440,49157811140.8368
Turkmenistan,1988,75,65.5,4.68,3559363,31889823030.7582
Turquia,1988,61.6,68.1,3.45,53909626,570895568276.837
Tuvalu,1988,45.2,58.9,3.88,8518,23606660.32612
Ucrania,1988,17.3,71.2,2.04,51724853,994763733811.052
Uganda,1988,114,48.1,7.1,16470483,16865024032.0897
Uruguay,1988,22.1,72.5,2.5,3067961,40552461067.7005
Uzbekistan,1988,61,67.9,4.26,19460630,109128307630.051
